name,symbol,website_slug,circulating_supply,last_updated,max_supply,quotes,rank,total_supply
LevoPlus,LVPS,levoplus,2052712.0,1530473112.0,,"{'USD': {'price': 0.000946255, 'volume_24h': 86.5104, 'market_cap': 1942.0, 'percent_change_1h': -0.31, 'percent_change_24h': 24.49, 'percent_change_7d': 29.26}}",1342.0,93052712.0
Paymon,PMNT,paymon,,,,,,
GeertCoin,GEERT,geertcoin,5091200.0,1530473109.0,,"{'USD': {'price': 0.0048583, 'volume_24h': 155.987, 'market_cap': 24735.0, 'percent_change_1h': -0.31, 'percent_change_24h': -13.81, 'percent_change_7d': 31.39}}",1313.0,5091200.0
TRAXIA,TMT,traxia,,,,,,
Engine,EGCC,engine,,,,,,
MIRQ,MRQ,mirq,,,,,,
PikcioChain,PKC,pikciochain,,,,,,
Pascal Lite,PASL,pascal-lite,5022100.0,1530473112.0,,"{'USD': {'price': 0.0252379, 'volume_24h': 181.848, 'market_cap': 126747.0, 'percent_change_1h': 7.19, 'percent_change_24h': 5.13, 'percent_change_7d': 3.44}}",1219.0,5022100.0
MiloCoin,MILO,milocoin,10789954.0,1530473112.0,30015000.0,"{'USD': {'price': 0.0023976, 'volume_24h': 1315.71, 'market_cap': 25870.0, 'percent_change_1h': -0.31, 'percent_change_24h': None, 'percent_change_7d': 10.45}}",989.0,10789954.0
Musicoin,MUSIC,musicoin,776117568.0,1530473112.0,,"{'USD': {'price': 0.00643947, 'volume_24h': 23867.5, 'market_cap': 4997786.0, 'percent_change_1h': -1.22, 'percent_change_24h': -2.13, 'percent_change_7d': -8.49}}",550.0,776117568.0
Zero,ZER,zero,3002570.0,1530473109.0,,"{'USD': {'price': 0.324938, 'volume_24h': 3554.09, 'market_cap': 975649.0, 'percent_change_1h': -0.31, 'percent_change_24h': -3.27, 'percent_change_7d': -4.47}}",821.0,3002570.0
BioBar,BIOB,biobar,885756.0,1530473112.0,,"{'USD': {'price': 0.00694043, 'volume_24h': 4.74429, 'market_cap': 6148.0, 'percent_change_1h': -0.31, 'percent_change_24h': 0.52, 'percent_change_7d': 16.85}}",1337.0,985756.0
GoChain,GO,gochain,,,,,,
Honey,HONEY,honey,455955.0,1530473112.0,,"{'USD': {'price': 0.139074, 'volume_24h': 167.768, 'market_cap': 63411.0, 'percent_change_1h': -3.31, 'percent_change_24h': 22.22, 'percent_change_7d': 71.75}}",1267.0,455955.0
Netko,NETKO,netko,5694990.0,1530473112.0,,"{'USD': {'price': 0.0631004, 'volume_24h': 803.716, 'market_cap': 359356.0, 'percent_change_1h': -0.31, 'percent_change_24h': -9.25, 'percent_change_7d': -11.33}}",915.0,5694990.0
Bittwatt,BWT,bittwatt,,,,,,
Constellation,DAG,constellation,,,,,,
Merculet,MVP,merculet,,,,,,
Ark,ARK,ark,103564000.0,1530473111.0,,"{'USD': {'price': 1.39004, 'volume_24h': 2023890.0, 'market_cap': 143958103.0, 'percent_change_1h': -0.6, 'percent_change_24h': 5.39, 'percent_change_7d': 4.85}}",68.0,134814000.0
Dynamic,DYN,dynamic,5006891.0,1530473108.0,,"{'USD': {'price': 1.24417, 'volume_24h': 35568.3, 'market_cap': 6229424.0, 'percent_change_1h': -0.31, 'percent_change_24h': -0.39, 'percent_change_7d': 2.65}}",504.0,14095212.0
Tokes,TKS,tokes,3356674.0,1530473112.0,,"{'USD': {'price': 0.571261, 'volume_24h': 8306.57, 'market_cap': 1917537.0, 'percent_change_1h': -1.7, 'percent_change_24h': -3.22, 'percent_change_7d': -14.64}}",735.0,50000000.0
Aurora,AOA,aurora,,,,,,
Mercury,MER,mercury,100000000.0,1530473112.0,,"{'USD': {'price': 0.128155, 'volume_24h': 1027840.0, 'market_cap': 12815500.0, 'percent_change_1h': 0.13, 'percent_change_24h': 1.17, 'percent_change_7d': 15.63}}",359.0,100000000.0
Ternio,TERN,ternio,,,,,,
TaaS,TAAS,taas,8146001.0,1530473109.0,,"{'USD': {'price': 2.01104, 'volume_24h': 191010.0, 'market_cap': 16381933.0, 'percent_change_1h': -0.44, 'percent_change_24h': -5.36, 'percent_change_7d': 7.5}}",313.0,8146001.0
DigiFinexToken,DFT,digifinextoken,,,,,,
Origin Sport,ORS,origin-sport,,,,,,
Soarcoin,SOAR,soarcoin,1076641972.0,1530473112.0,5000000000.0,"{'USD': {'price': 0.011294, 'volume_24h': 22404.7, 'market_cap': 12159594.0, 'percent_change_1h': -0.31, 'percent_change_24h': -6.49, 'percent_change_7d': -8.68}}",368.0,5000000000.0
Edgeless,EDG,edgeless,88087036.0,1530473112.0,,"{'USD': {'price': 0.311144, 'volume_24h': 430299.0, 'market_cap': 27407753.0, 'percent_change_1h': -0.28, 'percent_change_24h': 1.03, 'percent_change_7d': -3.27}}",228.0,132046997.0
